,Country,Date,Atleast1dose,FullVaccination,DosePer,FullVaccPer
1285,Croatia,07-Jan-21,"20,603",0,0.50%,0.00%
1286,Croatia,07-Jan-21,"20,603",0,0.50%,0.00%
1287,Croatia,08-Jan-21,"24,985",0,0.60%,0.00%
1288,Croatia,08-Jan-21,"24,985",0,0.60%,0.00%
1289,Croatia,09-Jan-21,"30,000",0,0.70%,0.00%
1290,Croatia,13-Jan-21,"34,553",0,0.80%,0.00%
1291,Croatia,13-Jan-21,"34,553",0,0.80%,0.00%
1292,Croatia,14-Jan-21,"38,000",0,0.90%,0.00%
1293,Croatia,14-Jan-21,"38,000",0,0.90%,0.00%
1294,Croatia,15-Jan-21,"41,532",0,1.00%,0.00%
1295,Croatia,15-Jan-21,"41,532",0,1.00%,0.00%
1296,Croatia,16-Jan-21,"45,906",0,1.10%,0.00%
1297,Croatia,19-Jan-21,"54,304",0,1.30%,0.00%
1298,Croatia,19-Jan-21,"54,304",0,1.30%,0.00%
1299,Croatia,25-Jan-21,"58,077","11,907",1.40%,0.30%
1300,Croatia,25-Jan-21,"58,077","11,907",1.40%,0.30%
1301,Croatia,01-Feb-21,"58,829","25,099",1.40%,0.60%
1302,Croatia,01-Feb-21,"58,829","25,099",1.40%,0.60%
1303,Croatia,03-Feb-21,"59,064","28,865",1.40%,0.70%
1304,Croatia,04-Feb-21,"59,593","35,912",1.50%,0.90%
1305,Croatia,04-Feb-21,"59,593","35,912",1.50%,0.90%
1306,Croatia,09-Feb-21,"61,241","41,966",1.50%,1.00%
1307,Croatia,09-Feb-21,"61,241","41,966",1.50%,1.00%
1308,Croatia,11-Feb-21,"64,775","47,969",1.60%,1.20%
1309,Croatia,11-Feb-21,"64,775","47,969",1.60%,1.20%
1310,Croatia,15-Feb-21,"67,825","52,778",1.70%,1.30%
1311,Croatia,18-Feb-21,"87,169","55,053",2.10%,1.40%
1312,Croatia,18-Feb-21,"87,169","55,053",2.10%,1.40%
1313,Croatia,22-Feb-21,"1,08,311","57,835",2.70%,1.40%
1314,Croatia,22-Feb-21,"1,08,311","57,835",2.70%,1.40%
1315,Croatia,24-Feb-21,"1,25,771","58,305",3.10%,1.40%
1316,Croatia,25-Feb-21,"1,35,756","58,511",3.30%,1.40%
1317,Croatia,25-Feb-21,"1,35,756","58,511",3.30%,1.40%
1318,Croatia,01-Mar-21,"1,53,085","59,983",3.80%,1.50%
1319,Croatia,01-Mar-21,"1,53,085","59,983",3.80%,1.50%
1320,Croatia,04-Mar-21,"1,82,000","60,000",4.50%,1.50%
1321,Croatia,04-Mar-21,"1,82,000","60,000",4.50%,1.50%
1322,Croatia,08-Mar-21,"2,02,167","63,056",5.00%,1.50%
1323,Croatia,12-Mar-21,"2,33,423","67,533",5.70%,1.70%
1324,Croatia,12-Mar-21,"2,33,423","67,533",5.70%,1.70%
1325,Croatia,19-Mar-21,"2,88,622","76,460",7.10%,1.90%
1326,Croatia,19-Mar-21,"2,88,622","76,460",7.10%,1.90%
1327,Croatia,22-Mar-21,"3,11,448","79,209",7.60%,1.90%
1328,Croatia,22-Mar-21,"3,11,448","79,209",7.60%,1.90%
1329,Croatia,26-Mar-21,"3,35,916","80,829",8.20%,2.00%
1330,Croatia,28-Mar-21,"3,48,648","81,748",8.60%,2.00%
1331,Croatia,28-Mar-21,"3,48,648","81,748",8.60%,2.00%
1332,Croatia,31-Mar-21,"3,85,724","89,313",9.50%,2.20%
1333,Croatia,31-Mar-21,"3,85,724","89,313",9.50%,2.20%
1334,Croatia,01-Apr-21,"4,04,518","92,380",9.90%,2.30%
1335,Croatia,01-Apr-21,"4,04,518","92,380",9.90%,2.30%
1336,Croatia,02-Apr-21,"4,19,431","96,047",10.30%,2.40%
1337,Croatia,04-Apr-21,"4,26,037","98,334",10.50%,2.40%
1338,Croatia,04-Apr-21,"4,26,037","98,334",10.50%,2.40%
1339,Croatia,06-Apr-21,"4,27,387","99,027",10.50%,2.40%
1340,Croatia,06-Apr-21,"4,27,387","99,027",10.50%,2.40%
1341,Croatia,07-Apr-21,"4,32,601","1,00,808",10.60%,2.50%
1342,Croatia,07-Apr-21,"4,32,601","1,00,808",10.60%,2.50%
1343,Croatia,08-Apr-21,"4,40,890","1,02,546",10.80%,2.50%
1344,Greece,28-Dec-20,447,0,0.00%,0.00%
1345,Greece,29-Dec-20,"1,077",0,0.00%,0.00%
1346,Greece,31-Dec-20,"2,339",0,0.00%,0.00%
1347,Greece,01-Jan-21,"2,603",0,0.00%,0.00%
1348,Greece,02-Jan-21,"3,149",0,0.00%,0.00%
1349,Greece,04-Jan-21,"10,327",0,0.10%,0.00%
1350,Greece,05-Jan-21,"16,631",0,0.20%,0.00%
1351,Greece,07-Jan-21,"26,445",0,0.20%,0.00%
1352,Greece,08-Jan-21,"35,272",0,0.30%,0.00%
1353,Greece,10-Jan-21,"44,645",0,0.40%,0.00%
1354,Greece,11-Jan-21,"50,045",0,0.50%,0.00%
1355,Greece,13-Jan-21,"64,932",0,0.60%,0.00%
1356,Greece,14-Jan-21,"70,960",0,0.70%,0.00%
1357,Greece,16-Jan-21,"80,389",2,0.70%,0.00%
1358,Greece,18-Jan-21,"85,475",423,0.80%,0.00%
1359,Greece,20-Jan-21,"1,08,167","1,664",1.00%,0.00%
1360,Greece,21-Jan-21,"1,23,667","2,261",1.20%,0.00%
1361,Greece,23-Jan-21,"1,56,966","3,135",1.50%,0.00%
1362,Greece,25-Jan-21,"1,71,890","8,061",1.60%,0.10%
1363,Greece,26-Jan-21,"1,84,610","13,145",1.70%,0.10%
1364,Greece,28-Jan-21,"2,10,488","23,797",2.00%,0.20%
1365,Greece,29-Jan-21,"2,20,621","32,742",2.10%,0.30%
1366,Greece,01-Feb-21,"2,47,251","46,566",2.30%,0.40%
1367,Greece,02-Feb-21,"2,61,543","54,085",2.40%,0.50%
1368,Greece,04-Feb-21,"2,91,259","68,464",2.70%,0.60%
1369,Greece,05-Feb-21,"3,06,441","73,695",2.90%,0.70%
1370,Greece,08-Feb-21,"3,32,812","84,753",3.10%,0.80%
1371,Greece,09-Feb-21,"3,45,290","92,582",3.20%,0.90%
1372,Greece,11-Feb-21,"3,60,800","1,21,616",3.40%,1.10%
1373,Greece,12-Feb-21,"3,66,749","1,39,289",3.40%,1.30%
1374,Greece,15-Feb-21,"3,86,049","1,68,696",3.60%,1.60%
1375,Greece,16-Feb-21,"3,97,840","1,77,926",3.70%,1.70%
1376,Greece,18-Feb-21,"4,30,124","2,03,913",4.00%,1.90%
1377,Greece,19-Feb-21,"4,49,073","2,15,274",4.20%,2.00%
1378,Greece,20-Feb-21,"4,65,842","2,27,594",4.30%,2.10%
1379,Greece,22-Feb-21,"4,86,820","2,43,590",4.50%,2.30%
1380,Greece,23-Feb-21,"5,05,148","2,57,476",4.70%,2.40%
1381,Greece,25-Feb-21,"5,40,039","2,86,331",5.00%,2.70%
1382,Greece,26-Feb-21,"5,56,380","3,00,926",5.20%,2.80%
1383,Greece,01-Mar-21,"5,94,053","3,27,136",5.50%,3.10%
1384,Greece,02-Mar-21,"6,17,737","3,39,402",5.80%,3.20%
1385,Greece,04-Mar-21,"6,69,152","3,55,559",6.20%,3.30%
1386,Greece,05-Mar-21,"6,97,876","3,61,428",6.50%,3.40%
1387,Greece,08-Mar-21,"7,53,636","3,72,424",7.00%,3.50%
1388,Greece,09-Mar-21,"7,80,536","3,77,850",7.30%,3.50%
1389,Greece,11-Mar-21,"8,31,761","3,90,632",7.80%,3.60%
1390,Greece,12-Mar-21,"8,55,151","3,98,936",8.00%,3.70%
1391,Greece,15-Mar-21,"8,77,644","4,07,793",8.20%,3.80%
1392,Greece,16-Mar-21,"8,95,920","4,20,634",8.40%,3.90%
1393,Greece,17-Mar-21,"9,15,641","4,30,094",8.50%,4.00%
1394,Greece,19-Mar-21,"9,56,745","4,50,319",8.90%,4.20%
1395,Greece,20-Mar-21,"9,77,045","4,59,446",9.10%,4.30%
1396,Greece,23-Mar-21,"10,18,670","4,84,817",9.50%,4.50%
1397,Greece,24-Mar-21,"10,35,543","5,01,414",9.70%,4.70%
1398,Greece,26-Mar-21,"10,46,291","5,26,435",9.80%,4.90%
1399,Greece,27-Mar-21,"10,55,744","5,48,494",9.80%,5.10%
1400,Greece,30-Mar-21,"10,80,658","5,88,298",10.10%,5.50%
1401,Greece,31-Mar-21,"10,92,633","6,07,174",10.20%,5.70%
1402,Greece,02-Apr-21,"11,35,585","6,41,917",10.60%,6.00%
1403,Greece,03-Apr-21,"11,71,420","6,58,942",10.90%,6.10%
1404,Greece,06-Apr-21,"12,69,938","6,76,401",11.80%,6.30%
1405,Greece,07-Apr-21,"13,12,896","6,90,748",12.20%,6.40%
1406,Greece,09-Apr-21,"13,94,013","7,20,209",13.00%,6.70%
1407,Hungary,23-Jan-21,"1,45,257","8,135",1.50%,0.10%
1408,Hungary,24-Jan-21,"1,46,695","9,403",1.50%,0.10%
1409,Hungary,25-Jan-21,"1,49,676","12,639",1.50%,0.10%
1410,Hungary,27-Jan-21,"1,61,215","26,293",1.60%,0.30%
1411,Hungary,28-Jan-21,"1,75,283","37,727",1.80%,0.40%
1412,Hungary,29-Jan-21,"1,98,283","49,606",2.00%,0.50%
1413,Hungary,30-Jan-21,"2,22,005","56,825",2.30%,0.60%
1414,Hungary,31-Jan-21,"2,37,872","61,266",2.40%,0.60%
1415,Hungary,02-Feb-21,"2,47,270","75,036",2.50%,0.80%
1416,Hungary,03-Feb-21,"2,49,687","84,452",2.60%,0.90%
1417,Hungary,04-Feb-21,"2,64,530","92,773",2.70%,0.90%
1418,Hungary,05-Feb-21,"2,79,410","1,01,652",2.90%,1.00%
1419,Hungary,06-Feb-21,"2,86,379","1,05,242",2.90%,1.10%
1420,Hungary,08-Feb-21,"2,91,396","1,10,395",3.00%,1.10%
1421,Hungary,09-Feb-21,"2,92,627","1,13,570",3.00%,1.20%
1422,Hungary,10-Feb-21,"2,94,624","1,17,368",3.00%,1.20%
1423,Hungary,11-Feb-21,"3,10,448","1,20,649",3.20%,1.20%
1424,Hungary,12-Feb-21,"3,30,745","1,24,423",3.40%,1.30%
1425,Hungary,14-Feb-21,"3,36,297","1,29,339",3.40%,1.30%
1426,Hungary,15-Feb-21,"3,41,958","1,31,593",3.50%,1.30%
1427,Hungary,16-Feb-21,"3,48,927","1,34,824",3.60%,1.40%
1428,Hungary,17-Feb-21,"3,65,021","1,41,023",3.70%,1.40%
1429,Hungary,19-Feb-21,"4,27,309","1,72,739",4.40%,1.80%
1430,Hungary,20-Feb-21,"4,45,535","1,90,705",4.60%,2.00%
1431,Hungary,21-Feb-21,"4,53,457","2,01,005",4.60%,2.10%
1432,Hungary,22-Feb-21,"4,57,096","2,05,720",4.70%,2.10%
1433,Hungary,23-Feb-21,"4,71,004","2,08,846",4.80%,2.10%
1434,Hungary,25-Feb-21,"5,21,283","2,40,622",5.30%,2.50%
1435,Hungary,26-Feb-21,"5,63,601","2,44,407",5.80%,2.50%
1436,Hungary,27-Feb-21,"6,77,682","2,49,499",6.90%,2.60%
1437,Hungary,28-Feb-21,"6,85,247","2,51,691",7.00%,2.60%
1438,Hungary,01-Mar-21,"7,21,677","2,52,847",7.40%,2.60%
1439,Hungary,03-Mar-21,"7,85,440","2,67,153",8.00%,2.70%
1440,Hungary,04-Mar-21,"8,62,953","2,79,727",8.80%,2.90%
1441,Hungary,05-Mar-21,"9,49,497","3,04,880",9.70%,3.10%
1442,Hungary,06-Mar-21,"9,81,401","3,07,573",10.00%,3.10%
1443,Hungary,07-Mar-21,"10,02,714","3,07,929",10.30%,3.20%
1444,Hungary,09-Mar-21,"11,07,791","3,17,906",11.30%,3.30%
1445,Hungary,10-Mar-21,"11,49,557","3,27,428",11.80%,3.40%
1446,Hungary,11-Mar-21,"12,29,827","3,51,694",12.60%,3.60%
1447,Hungary,12-Mar-21,"12,93,414","3,77,343",13.20%,3.90%
1448,Hungary,13-Mar-21,"13,19,266","3,92,703",13.50%,4.00%
1449,Hungary,15-Mar-21,"13,47,073","3,99,505",13.80%,4.10%
1450,Hungary,16-Mar-21,"13,97,342","4,06,746",14.30%,4.20%
1451,Hungary,17-Mar-21,"14,41,706","4,21,915",14.80%,4.30%
1452,Hungary,18-Mar-21,"14,77,554","4,44,451",15.10%,4.50%
1453,Hungary,19-Mar-21,"15,20,350","4,65,643",15.60%,4.80%
1454,Hungary,21-Mar-21,"15,89,601","4,79,389",16.30%,4.90%
1455,Hungary,22-Mar-21,"16,36,436","4,81,820",16.70%,4.90%
1456,Hungary,23-Mar-21,"16,96,110","4,94,520",17.40%,5.10%
1457,Hungary,24-Mar-21,"17,47,519","5,24,604",17.90%,5.40%
1458,Hungary,26-Mar-21,"18,70,631","6,67,303",19.10%,6.80%
1459,Hungary,27-Mar-21,"19,03,498","6,85,971",19.50%,7.00%
1460,Hungary,28-Mar-21,"19,20,347","6,89,392",19.70%,7.10%
1461,Hungary,30-Mar-21,"20,11,029","7,53,187",20.60%,7.70%
1462,Hungary,31-Mar-21,"20,65,948","7,87,207",21.10%,8.10%
1463,Hungary,02-Apr-21,"22,35,731","8,91,002",22.90%,9.10%
1464,Hungary,03-Apr-21,"23,12,501","9,05,117",23.70%,9.30%
1465,Hungary,04-Apr-21,"23,62,839","9,13,012",24.20%,9.30%
1466,Hungary,05-Apr-21,"24,32,313","9,22,886",24.90%,9.40%
1467,Hungary,06-Apr-21,"25,36,751","10,05,936",26.00%,10.30%
1468,Hungary,08-Apr-21,"26,89,102","11,26,139",27.50%,11.50%
1469,Hungary,09-Apr-21,"27,60,938","11,71,475",28.30%,12.00%
1470,Cyprus,06-Jan-21,"3,901",0,0.40%,0.00%
1471,Cyprus,06-Jan-21,"3,901",0,0.40%,0.00%
1472,Cyprus,06-Jan-21,"3,901",0,0.40%,0.00%
1473,Cyprus,10-Jan-21,"6,035",0,0.70%,0.00%
1474,Cyprus,10-Jan-21,"6,035",0,0.70%,0.00%
1475,Cyprus,10-Jan-21,"6,035",0,0.70%,0.00%
1476,Cyprus,10-Jan-21,"6,035",0,0.70%,0.00%
1477,Cyprus,16-Jan-21,"10,226",0,1.20%,0.00%
1478,Cyprus,16-Jan-21,"10,226",0,1.20%,0.00%
1479,Cyprus,16-Jan-21,"10,226",0,1.20%,0.00%
1480,Cyprus,16-Jan-21,"10,226",0,1.20%,0.00%
1481,Cyprus,16-Jan-21,"10,226",0,1.20%,0.00%
1482,Cyprus,23-Jan-21,"15,322","2,057",1.70%,0.20%
1483,Cyprus,23-Jan-21,"15,322","2,057",1.70%,0.20%
1484,Cyprus,23-Jan-21,"15,322","2,057",1.70%,0.20%
1485,Cyprus,23-Jan-21,"15,322","2,057",1.70%,0.20%
1486,Cyprus,30-Jan-21,"19,618","5,551",2.20%,0.60%
1487,Cyprus,30-Jan-21,"19,618","5,551",2.20%,0.60%
1488,Cyprus,30-Jan-21,"19,618","5,551",2.20%,0.60%
1489,Cyprus,30-Jan-21,"19,618","5,551",2.20%,0.60%
1490,Cyprus,30-Jan-21,"19,618","5,551",2.20%,0.60%
1491,Cyprus,06-Feb-21,"22,813","10,024",2.60%,1.10%
1492,Cyprus,06-Feb-21,"22,813","10,024",2.60%,1.10%
1493,Cyprus,06-Feb-21,"22,813","10,024",2.60%,1.10%
1494,Cyprus,06-Feb-21,"22,813","10,024",2.60%,1.10%
1495,Cyprus,13-Feb-21,"29,592","14,837",3.40%,1.70%
1496,Cyprus,13-Feb-21,"29,592","14,837",3.40%,1.70%
1497,Cyprus,13-Feb-21,"29,592","14,837",3.40%,1.70%
1498,Cyprus,13-Feb-21,"29,592","14,837",3.40%,1.70%
1499,Cyprus,13-Feb-21,"29,592","14,837",3.40%,1.70%
1500,Cyprus,20-Feb-21,"37,570","19,221",4.30%,2.20%
1501,Cyprus,20-Feb-21,"37,570","19,221",4.30%,2.20%
1502,Cyprus,20-Feb-21,"37,570","19,221",4.30%,2.20%
1503,Cyprus,20-Feb-21,"37,570","19,221",4.30%,2.20%
1504,Cyprus,23-Feb-21,"44,239","20,323",5.10%,2.30%
1505,Cyprus,23-Feb-21,"44,239","20,323",5.10%,2.30%
1506,Cyprus,23-Feb-21,"44,239","20,323",5.10%,2.30%
1507,Cyprus,23-Feb-21,"44,239","20,323",5.10%,2.30%
1508,Cyprus,23-Feb-21,"44,239","20,323",5.10%,2.30%
1509,Cyprus,26-Feb-21,"53,617","22,559",6.10%,2.60%
1510,Cyprus,26-Feb-21,"53,617","22,559",6.10%,2.60%
1511,Cyprus,26-Feb-21,"53,617","22,559",6.10%,2.60%
1512,Cyprus,26-Feb-21,"53,617","22,559",6.10%,2.60%
1513,Cyprus,07-Mar-21,"70,534","28,741",8.10%,3.30%
1514,Cyprus,07-Mar-21,"70,534","28,741",8.10%,3.30%
1515,Cyprus,07-Mar-21,"70,534","28,741",8.10%,3.30%
1516,Cyprus,07-Mar-21,"70,534","28,741",8.10%,3.30%
1517,Cyprus,07-Mar-21,"70,534","28,741",8.10%,3.30%
1518,Cyprus,20-Mar-21,"93,475","35,963",10.70%,4.10%
1519,Cyprus,20-Mar-21,"93,475","35,963",10.70%,4.10%
1520,Cyprus,20-Mar-21,"93,475","35,963",10.70%,4.10%
1521,Cyprus,20-Mar-21,"93,475","35,963",10.70%,4.10%
1522,Cyprus,03-Apr-21,"1,14,660","46,866",13.10%,5.40%
1523,Cyprus,03-Apr-21,"1,14,660","46,866",13.10%,5.40%
1524,Cyprus,03-Apr-21,"1,14,660","46,866",13.10%,5.40%
1525,Cyprus,03-Apr-21,"1,14,660","46,866",13.10%,5.40%
1526,Cyprus,03-Apr-21,"1,14,660","46,866",13.10%,5.40%
1527,Cyprus,07-Apr-21,"1,24,165","50,461",14.20%,5.80%
1528,Cyprus,07-Apr-21,"1,24,165","50,461",14.20%,5.80%
1529,Cyprus,07-Apr-21,"1,24,165","50,461",14.20%,5.80%
1530,Cyprus,07-Apr-21,"1,24,165","50,461",14.20%,5.80%
1531,Cyprus,09-Apr-21,"1,30,937","52,288",14.90%,6.00%
1532,Cyprus,09-Apr-21,"1,30,937","52,288",14.90%,6.00%
1533,Cyprus,09-Apr-21,"1,30,937","52,288",14.90%,6.00%
1534,Luxembourg,08-Apr-21,"91,074","30,879",14.80%,5.00%
1535,Luxembourg,11-Jan-21,"1,943",0,0.30%,0.00%
1536,Luxembourg,12-Jan-21,"2,372",0,0.40%,0.00%
1537,Luxembourg,13-Jan-21,"2,871",0,0.50%,0.00%
1538,Luxembourg,14-Jan-21,"3,233",0,0.50%,0.00%
1539,Luxembourg,17-Jan-21,"3,755",0,0.60%,0.00%
1540,Luxembourg,18-Jan-21,"4,569",0,0.70%,0.00%
1541,Luxembourg,19-Jan-21,"5,294",0,0.90%,0.00%
1542,Luxembourg,20-Jan-21,"6,193",0,1.00%,0.00%
1543,Luxembourg,21-Jan-21,"6,897",0,1.10%,0.00%
1544,Luxembourg,21-Jan-21,"6,897",0,1.10%,0.00%
1545,Luxembourg,25-Jan-21,"7,309","1,245",1.20%,0.20%
1546,Luxembourg,26-Jan-21,"8,280","1,245",1.30%,0.20%
1547,Luxembourg,27-Jan-21,"9,107","1,342",1.50%,0.20%
1548,Luxembourg,28-Jan-21,"9,890","1,483",1.60%,0.20%
1549,Luxembourg,31-Jan-21,"10,748","1,680",1.80%,0.30%
1550,Luxembourg,01-Feb-21,"11,336","1,905",1.80%,0.30%
1551,Luxembourg,02-Feb-21,"11,925","2,327",1.90%,0.40%
1552,Luxembourg,03-Feb-21,"12,597","2,810",2.10%,0.50%
1553,Luxembourg,04-Feb-21,"13,256","3,163",2.20%,0.50%
1554,Luxembourg,07-Feb-21,"13,940","3,688",2.30%,0.60%
1555,Luxembourg,08-Feb-21,"14,089","4,050",2.30%,0.70%
1556,Luxembourg,09-Feb-21,"14,227","4,426",2.30%,0.70%
1557,Luxembourg,10-Feb-21,"15,052","4,871",2.50%,0.80%
1558,Luxembourg,11-Feb-21,"16,131","5,259",2.60%,0.90%
1559,Luxembourg,14-Feb-21,"17,257","5,638",2.80%,0.90%
1560,Luxembourg,15-Feb-21,"18,055","5,969",2.90%,1.00%
1561,Luxembourg,16-Feb-21,"19,622","6,296",3.20%,1.00%
1562,Luxembourg,17-Feb-21,"20,605","6,514",3.40%,1.10%
1563,Luxembourg,18-Feb-21,"21,853","7,080",3.60%,1.20%
1564,Luxembourg,21-Feb-21,"23,259","7,726",3.80%,1.30%
1565,Luxembourg,22-Feb-21,"23,685","8,241",3.90%,1.30%
1566,Luxembourg,23-Feb-21,"24,508","8,862",4.00%,1.40%
1567,Luxembourg,24-Feb-21,"25,285","9,475",4.10%,1.50%
1568,Luxembourg,25-Feb-21,"26,089","9,982",4.20%,1.60%
1569,Luxembourg,28-Feb-21,"27,093","10,700",4.40%,1.70%
1570,Luxembourg,01-Mar-21,"27,655","11,466",4.50%,1.90%
1571,Luxembourg,02-Mar-21,"28,476","11,984",4.60%,2.00%
1572,Luxembourg,03-Mar-21,"29,401","12,717",4.80%,2.10%
1573,Luxembourg,04-Mar-21,"30,723","13,448",5.00%,2.20%
1574,Luxembourg,07-Mar-21,"32,591","14,118",5.30%,2.30%
1575,Luxembourg,08-Mar-21,"33,238","14,277",5.40%,2.30%
1576,Luxembourg,09-Mar-21,"34,530","14,431",5.60%,2.40%
1577,Luxembourg,10-Mar-21,"36,693","14,764",6.00%,2.40%
1578,Luxembourg,11-Mar-21,"39,558","15,307",6.40%,2.50%
1579,Luxembourg,14-Mar-21,"43,479","15,569",7.10%,2.50%
1580,Luxembourg,14-Mar-21,"43,479","15,569",7.10%,2.50%
1581,Luxembourg,15-Mar-21,"44,735","15,852",7.30%,2.60%
1582,Luxembourg,16-Mar-21,"47,598","16,470",7.80%,2.70%
1583,Luxembourg,17-Mar-21,"50,220","16,934",8.20%,2.80%
1584,Luxembourg,18-Mar-21,"52,870","17,469",8.60%,2.80%
1585,Luxembourg,21-Mar-21,"56,383","17,872",9.20%,2.90%
1586,Luxembourg,22-Mar-21,"57,406","18,126",9.40%,3.00%
1587,Luxembourg,23-Mar-21,"59,310","18,687",9.70%,3.00%
1588,Luxembourg,24-Mar-21,"61,026","19,302",9.90%,3.10%
1589,Luxembourg,25-Mar-21,"62,812","19,841",10.20%,3.20%
1590,Luxembourg,28-Mar-21,"68,613","21,071",11.20%,3.40%
1591,Luxembourg,30-Mar-21,"70,911","21,663",11.60%,3.50%
1592,Luxembourg,31-Mar-21,"73,152","22,505",11.90%,3.70%
1593,Luxembourg,01-Apr-21,"75,862","23,494",12.40%,3.80%
1594,Luxembourg,05-Apr-21,"83,652","25,288",13.60%,4.10%
1595,Luxembourg,06-Apr-21,"86,356","26,408",14.10%,4.30%
1596,Luxembourg,07-Apr-21,"88,717","28,420",14.50%,4.60%
1597,Luxembourg,08-Apr-21,"91,074","30,879",14.80%,5.00%
1598,Netherlands,17-01-2021,77000,0,0.4,0
1599,Netherlands,24-01-2021,146612,0,0.8,0
1600,Netherlands,31-01-2021,327834,15692,1.9,0.1
1601,Netherlands,07-02-2021,504736,66409,2.9,0.4
1602,Netherlands,14-02-2021,628993,154445,3.6,0.9
1603,Netherlands,21-02-2021,795326,218713,4.6,1.3
1604,Netherlands,28-02-2021,1004757,331671,5.8,1.9
1605,Netherlands,07-03-2021,1207904,411935,7,2.4
1606,Netherlands,14-03-2021,1394603,493123,8.1,2.9
1607,Netherlands,21-03-2021,1492489,605491,8.6,3.5
1608,Netherlands,28-03-2021,1688490,690062,9.8,4
